ncbi_gene_id	score	claim_name
1576	0.003661168329861889	CYP3A4
1544	0.0036428170669743046	CYP1A2
1565	0.003290291545905313	CYP2D6
1813	0.002823903408444046	DRD2
1559	0.0026190557741633184	CYP2C9
215	0.002590245360134157	ABCD1
12	0.002590245360134157	SERPINA3
262	0.002590245360134157	AMD1
3356	0.002497461154016841	HTR2A
1	0.002263803105706951	A1BG
1557	0.002124977272365763	CYP2C19
11	0.002085503081265792	NATP
4524	0.002008017260432579	MTHFR
1543	0.0018587322759498132	CYP1A1
4	0.0017697246039093952	NCBI GENE CLIAIM NAME NOT FOUND
2	0.0017697246039093952	A2M
3	0.0017697246039093952	A2MP1
7957	0.0017590608268385859	EPM2A
9135	0.0017432062728110975	RABEP1
25970	0.0017432062728110975	SH2B1
5999	0.0016646094288562114	RGS4
216	0.001435889634735444	ALDH1A1
9429	0.001435889634735444	ABCG2
4160	0.0014249310865946062	MC4R
54658	0.0013772091271489176	UGT1A1
3107	0.0013403952267061288	HLA-C
3358	0.001338167174429006	HTR2C
440275	0.001338167174429006	EIF2AK4
10	0.001294336654006881	NAT2
100302144	0.0012649823250410305	MIR1912
6505	0.0012649823250410305	SLC1A1
5	0.0012649823250410305	NCBI GENE CLIAIM NAME NOT FOUND
100302251	0.0012649823250410305	MIR1264
6331	0.001247113997524056	SCN5A
4922	0.0012379902535649436	NTS
627	0.0012163679283532962	BDNF
54579	0.0011902175971287053	UGT1A5
54659	0.0011902175971287053	UGT1A3
2904	0.0011863770323980662	GRIN2B
3952	0.0011863770323980662	LEP
5563	0.0011647547071864188	PRKAA2
218	0.0010910961174206543	ALDH3A1
214	0.0010910961174206543	ALCAM
26	0.0010910961174206543	AOC1
3363	0.0010910961174206543	HTR7
217	0.0010910961174206543	ALDH2
54657	0.0010324156098341284	UGT1A4
367	0.0010193865164596792	AR
3123	0.0010134559492141664	HLA-DRB1
6326	0.0010134559492141664	SCN2A
6332	0.0010134559492141664	SCN7A
6323	0.0010134559492141664	SCN1A
6335	0.0010134559492141664	SCN9A
3119	0.0010134559492141664	HLA-DQB1
6329	0.0010134559492141664	SCN4A
6336	0.0010134559492141664	SCN10A
6334	0.0010134559492141664	SCN8A
11280	0.0010134559492141664	SCN11A
6328	0.0010134559492141664	SCN3A
1571	0.0010043322052550542	CYP2E1
25	0.0010043322052550542	ABL1
7157	0.0009859809423674703	TP53
7066	0.0009859809423674703	THPO
1815	0.0009827098800434069	DRD4
1814	0.0009827098800434069	DRD3
100130889	0.0009500422318023432	PSORS1C3
5460	0.0009500422318023432	POU5F1
360158	0.0009500422318023432	CYCSP5
5617	0.0009462016670717039	PRL
3106	0.0009462016670717039	HLA-B
54575	0.0009456516976685277	UGT1A10
54600	0.0009456516976685277	UGT1A9
54578	0.0009456516976685277	UGT1A6
54577	0.0009456516976685277	UGT1A7
54576	0.0009456516976685277	UGT1A8
64816	0.0009418111329378883	CYP3A43
24	0.0009418111329378883	ABCA4
2194	0.0009418111329378883	FASN
23	0.0009418111329378883	ABCF1
4781	0.0009418111329378883	NFIB
22	0.0009418111329378883	ABCB7
10951	0.0009234598700503043	CBX1
1812	0.0009234598700503043	DRD1
2641	0.0009201888077262412	GCG
7365	0.0009201888077262412	UGT2B10
887	0.0009201888077262412	CCKBR
23216	0.0009201888077262412	TBC1D1
3350	0.0009201888077262412	HTR1A
2740	0.0009201888077262412	GLP1R
5565	0.0009201888077262412	PRKAB2
2166	0.0009201888077262412	FAAH
3417	0.0009041045874004424	IDH1
8856	0.0009041045874004424	NR1I2
5243	0.0008931967362501543	ABCB1
3308	0.0008931967362501543	HSPA4
405	0.0008627792245264912	ARNT
55879	0.0008627792245264912	GABRQ
2564	0.0008627792245264912	GABRE
2555	0.0008627792245264912	GABRA2
404	0.0008627792245264912	NCBI GENE CLIAIM NAME NOT FOUND
2561	0.0008627792245264912	GABRB2
2556	0.0008627792245264912	GABRA3
2558	0.0008627792245264912	GABRA5
2559	0.0008627792245264912	GABRA6
406	0.0008627792245264912	BMAL1
2557	0.0008627792245264912	GABRA4
2563	0.0008627792245264912	GABRD
2568	0.0008627792245264912	GABRP
2567	0.0008627792245264912	GABRG3
2560	0.0008627792245264912	GABRB1
2562	0.0008627792245264912	GABRB3
2554	0.0008627792245264912	GABRA1
2565	0.0008627792245264912	GABRG1
2566	0.0008627792245264912	GABRG2
7124	0.0008594377549061037	TNF
3757	0.0008366959578847043	KCNH2
2289	0.0008306756639329888	FKBP5
4915	0.0008306756639329888	NTRK2
1548	0.0007592101370514919	CYP2A6
2678	0.0007592101370514919	GGT1
7133	0.0007483022859012037	TNFRSF1B
4067	0.0006702024650110744	LYN
1002	0.0006702024650110744	CDH4
10919	0.0006702024650110744	EHMT2
259232	0.0006702024650110744	NALCN
928	0.0006702024650110744	CD9
152330	0.0006702024650110744	CNTN4
26298	0.0006702024650110744	EHF
7366	0.0006642718977655616	UGT2B15
361	0.0006642718977655616	AQP4
5538	0.0006642718977655616	PPT1
8912	0.0006642718977655616	CACNA1H
885	0.0006595386879402649	CCK
490	0.0006595386879402649	ATP2B1
27	0.0006595386879402649	ABL2
6750	0.0006436841339127764	SST
355	0.0006436841339127764	FAS
128553	0.0006008581803537387	TSHZ2
4855	0.0006008581803537387	NOTCH4
8837	0.0006008581803537387	CFLAR
28951	0.0006008581803537387	TRIB2
170680	0.0006008581803537387	PSORS1C2
2646	0.0006008581803537387	GCKR
79718	0.0006008581803537387	TBL1XR1
7498	0.0006008581803537387	XDH
5311	0.0006008581803537387	PKD2
23040	0.0006008581803537387	MYT1L
64388	0.0006008581803537387	GREM2
22854	0.0006008581803537387	NTNG1
316	0.0006008581803537387	AOX1
1562	0.0005970176156230992	CYP2C18
6532	0.0005970176156230992	SLC6A4
718	0.0005970176156230992	C3
